PMID	date	journal	Country	mesh
21317794	2011	Journal of acquired immune deficiency syndromes (1999)	United States	Adult|Anti-HIV Agents|Area Under Curve|Biological Markers|CCR5 Receptor Antagonists|CD4 Lymphocyte Count|Double-Blind Method|Female|HIV Infections|HIV-1|Half-Life|Humans|Imidazoles|Inflammation|Male|Middle Aged|RNA, Viral|Receptors, CCR2|Young Adult
21366634	2011	Alimentary pharmacology & therapeutics	England	Adult|Body Mass Index|Body Weight|Clarithromycin|Drug Therapy, Combination|Dyspepsia|Female|Helicobacter Infections|Helicobacter pylori|Humans|Male|Middle Aged|Organometallic Compounds|Placebos|Ranitidine|Treatment Outcome
21421511	2011	Anadolu kardiyoloji dergisi : AKD = the Anatolian journal of cardiology	Turkey	Adult|Aged|Aged, 80 and over|Angina, Stable|Angioplasty, Balloon, Coronary|C-Reactive Protein|Dose-Response Relationship, Drug|Female|Humans|Hydroxymethylglutaryl-CoA Reductase Inhibitors|Male|Middle Aged|Myocardial Infarction|Neopterin|Pravastatin|Premedication|Stents|Vasculitis
21474905	2011	Postgraduate medicine	United States	Adolescent|Adult|Attention Deficit Disorder with Hyperactivity|Central Nervous System Stimulants|Cross-Over Studies|Dextroamphetamine|Double-Blind Method|Female|Humans|Male|Middle Aged|Neuropsychological Tests|Remission Induction|Severity of Illness Index|Treatment Outcome|Young Adult
21526923	2011	The New England journal of medicine	United States	Aged|Aged, 80 and over|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Cardiovascular Diseases|Drug Administration Schedule|Female|Humans|Intention to Treat Analysis|Macular Degeneration|Male|Middle Aged|Off-Label Use|Proportional Hazards Models|Retina|Single-Blind Method|Therapeutic Equivalency|Visual Acuity
21592728	2011	International journal of oral and maxillofacial surgery	Denmark	Adult|Alveolar Process|Anti-Infective Agents|Bone Density|Bone Screws|Bone Transplantation|Dental Implantation, Endosseous|Equipment Design|Female|Follow-Up Studies|Hematoma|Humans|Injections|Intraoperative Complications|Male|Maxilla|Maxillary Sinus|Membranes, Artificial|Metronidazole|Nasal Mucosa|Osteotomy|Piezosurgery|Pressure|Radiography, Panoramic|Sinus Floor Augmentation|Tomography, X-Ray Computed|Treatment Outcome|Water
21649830	2011	Journal of esthetic and restorative dentistry : official publication of the American Academy of Esthetic Dentistry ... [et al.]	England	Calcium Phosphates|Dental Enamel|Humans|Hydrogen Peroxide|Materials Testing|Saliva, Artificial|Temperature|Time Factors|Tooth Bleaching|Tooth Bleaching Agents|Tooth Remineralization
21707137	2011	Journal of consulting and clinical psychology	United States	Adolescent|Adult|Child|Child of Impaired Parents|Cognitive Therapy|Depressive Disorder, Major|Family|Family Therapy|Female|Follow-Up Studies|Humans|Male|Middle Aged|Parents|Treatment Outcome
21767064	2011	Journal of experimental psychology. Learning, memory, and cognition	United States	Adolescent|Adult|Aged|Analysis of Variance|Environment|Female|Humans|Informed Consent|Male|Middle Aged|Physician-Patient Relations|Probability|Risk Assessment|Truth Disclosure|Verbal Behavior|Young Adult
21827706	2011	Malaria journal	England	Adolescent|Adult|Aged|Antimalarials|Cambodia|Child|Drug Resistance|Drug Therapy, Combination|Female|Humans|Malaria, Falciparum|Male|Middle Aged|Parasitemia|Plasmodium falciparum|Thailand|Time Factors|Treatment Outcome|Young Adult
21893583	2011	Annals of the rheumatic diseases	United Kingdom	Adult|Antirheumatic Agents|Arthritis, Rheumatoid|Autoimmune Diseases|Disease Progression|Double-Blind Method|Drug Therapy, Combination|Female|Humans|Immunoconjugates|Immunosuppressive Agents|Male|Methotrexate|Middle Aged|Neoplasms|Opportunistic Infections|Quality of Life|Severity of Illness Index|Treatment Failure|Treatment Outcome
21977987	2011	BMC medical genetics	England	Aged|Genome-Wide Association Study|Humans|Hydroxymethylglutaryl-CoA Reductase Inhibitors|Lipoproteins, LDL|Pharmacogenetics|Placebos|Polymorphism, Single Nucleotide|Pravastatin|Prospective Studies
22088520	2011	Chinese medical journal	China	Aged|Angioplasty, Balloon, Coronary|Anticoagulants|Dalteparin|Female|Heparin|Humans|Male|Middle Aged|Myocardial Infarction|Treatment Outcome|Tyrosine
22813411	2011	Diabetes & metabolic syndrome	Netherlands	Adult|Aged|Arabs|Cross-Sectional Studies|Demography|Female|Humans|Male|Marital Status|Metabolic Syndrome X|Middle Aged|Middle East|Prevalence|Socioeconomic Factors|Young Adult
21700602	2012	The European respiratory journal	Switzerland	Aged|Bronchodilator Agents|Female|Humans|Male|Middle Aged|Physical Endurance|Pulmonary Disease, Chronic Obstructive|Respiratory Function Tests|Scopolamine Derivatives|Treatment Outcome|Walking
21888642	2012	Nutrition journal	England	Adult|Aged|Blood Pressure|Creatinine|Female|Humans|Hypertension|Magnesium|Male|Middle Aged|Potassium|Potassium Chloride|Sodium|Sodium Chloride, Dietary
21995296	2012	International endodontic journal	England	Adhesiveness|Bisphenol A-Glycidyl Methacrylate|Composite Resins|Dental Bonding|Dental Materials|Dental Prosthesis Design|Dental Pulp Cavity|Dental Stress Analysis|Dentin|Dentin-Bonding Agents|Glass|Humans|Materials Testing|Microscopy, Electron, Scanning|Polyethylene Glycols|Polymethacrylic Acids|Post and Core Technique|Resin Cements|Root Canal Preparation|Stress, Mechanical|Surface Properties|Tooth Apex
22079995	2012	Journal of animal science	United States	Animal Feed|Animal Nutritional Physiological Phenomena|Animals|Cattle|Colostrum|Diet|Dietary Supplements|Housing, Animal|Sanitation|Swine|Weaning
22152216	2012	Nutrition journal	England	Adolescent|Adult|Affect|Anxiety|Appetite|Body Mass Index|Choice Behavior|Cross-Over Studies|Depression|Dietary Carbohydrates|Dietary Proteins|Energy Intake|Feeding Behavior|Female|Food Habits|Food Preferences|Humans|Male|Middle Aged|Postprandial Period|Questionnaires|Satiation|Stress, Psychological|Young Adult
22222193	2012	Fertility and sterility	United States	Adult|Contraceptives, Oral, Synthetic|Dose-Response Relationship, Drug|Europe|Female|Humans|Intrauterine Devices, Medicated|Levonorgestrel|Menstruation|Pregnancy|Pregnancy, Unplanned|Time Factors|Treatment Outcome|Young Adult
22283926	2012	The British journal of dermatology	England	Adult|Cerebral Cortex|Double-Blind Method|Histamine|Histamine Agonists|Humans|Magnetic Resonance Imaging|Male|Oxygen|Pruritus|Sensation|Sodium Chloride|Young Adult
22342928	2012	Osteoarthritis and cartilage / OARS, Osteoarthritis Research Society	England	Aged|Double-Blind Method|Female|Humans|Hyaluronic Acid|Injections, Intra-Articular|Male|Middle Aged|Osteoarthritis, Knee|Pain Measurement|Severity of Illness Index|Sodium Chloride|Treatment Outcome|Viscosupplementation|Viscosupplements
22409966	2012	International journal of pediatric otorhinolaryngology	Ireland	Administration, Intranasal|Adolescent|Anti-Infective Agents, Local|Cautery|Child|Child, Preschool|Epistaxis|Female|Follow-Up Studies|Humans|Male|Ointments|Prospective Studies|Recurrence|Risk Assessment|Severity of Illness Index|Silver Nitrate|Treatment Outcome
22468715	2012	Health psychology : official journal of the Division of Health Psychology, American Psychological Association	United States	Child|Child Behavior|Child, Preschool|Education|Family|Female|Fires|Health Knowledge, Attitudes, Practice|Humans|Male|Safety|Video Games
22537766	2012	Maturitas	United Kingdom	Adaptation, Psychological|Adult|Aged|Antineoplastic Agents|Breast Neoplasms|Cognitive Therapy|Comprehension|Female|Group Processes|Health Knowledge, Attitudes, Practice|Hot Flashes|Humans|Interviews as Topic|Middle Aged|Patient Satisfaction|Self Efficacy|Social Environment|Sweating
22640511	2012	The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease	France	Antitubercular Agents|Bangladesh|Drug Administration Schedule|Humans|Microbial Sensitivity Tests|Predictive Value of Tests|Prospective Studies|Rifampin|Secondary Prevention|Sensitivity and Specificity|Sequence Analysis, DNA|Sputum|Treatment Outcome|Tuberculosis, Multidrug-Resistant|Tuberculosis, Pulmonary
22769423	2012	Oral surgery, oral medicine, oral pathology and oral radiology	United States	Acellular Dermis|Adolescent|Adult|Aged|Child|Collagen|Face|Female|Follow-Up Studies|Humans|Male|Middle Aged|Parotid Gland|Parotid Neoplasms|Postoperative Complications|Skin, Artificial|Sweating, Gustatory|Young Adult
