pmid	date	journal	country	label	mesh
P21067893	2011	Journal of cataract and refractive surgery	United States	X	Aged|Aged, 80 and over|Anterior Capsule of the Lens|Contracture|Diabetic Retinopathy|Double-Blind Method|Exfoliation Syndrome|Female|Glaucoma, Angle-Closure|Humans|Laser Therapy|Lasers, Solid-State|Lens Diseases|Lens Implantation, Intraocular|Male|Middle Aged|Phacoemulsification|Photography|Postoperative Complications|Risk Factors
P21087499	2011	BMC pediatrics	England	X	Adrenergic beta-Antagonists|Dose-Response Relationship, Drug|Drug Administration Schedule|Follow-Up Studies|Gestational Age|Humans|Infant, Newborn|Pilot Projects|Propranolol|Retinopathy of Prematurity|Retinoscopy|Treatment Outcome
P21102369	2011	Retina (Philadelphia, Pa.)	United States	X	Aged|Aged, 80 and over|Anesthesia, Local|Anesthetics, Local|Angiogenesis Inhibitors|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Double-Blind Method|Eye Pain|Female|Humans|Intravitreal Injections|Lidocaine|Macular Degeneration|Male|Pain Measurement|Propoxycaine|Prospective Studies|Tetracaine|Vitreous Body
P21124256	2011	Retina (Philadelphia, Pa.)	United States	X	Adult|Aged|Dilatation, Pathologic|Drainage|Female|Humans|Intraoperative Complications|Laser Coagulation|Male|Middle Aged|Myopia, Degenerative|Postoperative Complications|Prospective Studies|Retinal Detachment|Retinal Perforations|Silicone Oils|Time Factors|Treatment Outcome|Visual Acuity|Vitrectomy
P21146229	2011	Ophthalmology	United States	X	Aged|Aged, 80 and over|Angiogenesis Inhibitors|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Choroidal Neovascularization|Double-Blind Method|Drug Administration Schedule|Female|Fluorescein Angiography|Humans|Intravitreal Injections|Macular Degeneration|Male|Middle Aged|Retina|Tomography, Optical Coherence|Treatment Outcome|Vascular Endothelial Growth Factor A|Visual Acuity
P21156702	2011	The British journal of ophthalmology	England	X	Aged|Aged, 80 and over|Disease Progression|Drug Therapy, Combination|Female|Fibrinolytic Agents|Fluorouracil|Follow-Up Studies|Heparin, Low-Molecular-Weight|Humans|Immunosuppressive Agents|Male|Middle Aged|Prospective Studies|Reoperation|Retinal Detachment|Risk Factors|Time Factors|Treatment Failure|Visual Acuity|Vitrectomy
P21168822	2011	American journal of ophthalmology	United States	X	Aged|Aged, 80 and over|Analgesia|Anesthesia, Local|Anesthetics, Combined|Anesthetics, Local|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Cocaine|Double-Blind Method|Female|Humans|Intravitreal Injections|Lidocaine|Macular Degeneration|Male|Pain Measurement|Prospective Studies|Tetracaine|Vitreous Body
P21169874	2011	Optometry and vision science : official publication of the American Academy of Optometry	United States	X	Aged|Antioxidants|Dietary Supplements|Double-Blind Method|Female|Humans|Lycium|Macula Lutea|Macular Degeneration|Male|Pigmentation|Plant Preparations|Prospective Studies|Retinal Drusen|Risk Factors|Xanthophylls|Zeaxanthins
P21172477	2011	The Annals of thoracic surgery	Netherlands	X	Aged|Cardiopulmonary Bypass|Cohort Studies|Coronary Artery Disease|Embolism|Female|Fluorescein Angiography|Humans|Male|Microcirculation|Middle Aged|Retinal Diseases|Retinal Vessels|Risk Factors
P21176231	2011	Acta veterinaria Scandinavica	England	F	Animals|Antineoplastic Agents, Hormonal|Dog Diseases|Dogs|Dose-Response Relationship, Drug|Edema|Female|Hysterectomy|Pyometra|Retinitis|Tamoxifen|Vulvar Diseases
P21183519	2011	The British journal of ophthalmology	United Kingdom	X	Adolescent|Cross-Sectional Studies|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Diagnostic Errors|Disease Progression|Follow-Up Studies|Humans|Incidence|Macular Degeneration|Microscopy, Acoustic|Prognosis|Retrospective Studies|Scotland
P21194006	2011	International ophthalmology	Netherlands	X	Female|Humans|Infant|Infant, Newborn|Laser Coagulation|Male|Pilot Projects|Retina|Retinal Vessels|Retinopathy of Prematurity|Treatment Outcome
P21205247	2011	International journal of stroke : official journal of the International Stroke Society	England	X	Adult|Computer Security|Female|Humans|Injections, Intravenous|Male|Plasminogen Activators|Recovery of Function|Retinal Artery Occlusion|Sample Size|Thromboembolism|Tissue Plasminogen Activator|Treatment Outcome|Vision Disorders|Vision, Ocular|Visual Acuity|Visual Fields
P21211840	2011	Ophthalmology	United States	X	Disease Progression|Female|Follow-Up Studies|Humans|Infant, Extremely Low Birth Weight|Infant, Newborn|Laser Therapy|Male|Ophthalmoscopy|Retina|Retinopathy of Prematurity|Retrospective Studies|Risk Factors|Treatment Outcome|Visual Acuity
P21218388	2011	European journal of ophthalmology	Italy	X	Administration, Oral|Adult|Aged|Antioxidants|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Dietary Supplements|Female|Fluorometry|Follow-Up Studies|Humans|Lipid Peroxidation|Male|Malondialdehyde|Middle Aged|Oxidative Stress|Thiobarbituric Acid Reactive Substances|Trace Elements|Visual Acuity|Vitamins
P21225239	2011	Diabetologia	Germany	F	Abnormalities, Drug-Induced|Adolescent|Adult|Angiotensin Receptor Antagonists|Benzimidazoles|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Female|Humans|Hypertension|Pregnancy|Pregnancy Complications, Cardiovascular|Pregnancy Outcome|Pregnancy Trimester, First|Risk Factors|Tetrazoles|Young Adult
P21232078	2011	Acta ophthalmologica	England	X	Aged|Angiogenesis Inhibitors|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Asian Continental Ancestry Group|Choroidal Neovascularization|Female|Follow-Up Studies|Humans|Intravitreal Injections|Macular Degeneration|Male|Treatment Outcome|Vascular Endothelial Growth Factor A|Visual Acuity
P21232801	2011	Ophthalmology	United States	X	Aged|Combined Modality Therapy|Diabetic Retinopathy|Double-Blind Method|Female|Glucocorticoids|Humans|Intravitreal Injections|Laser Coagulation|Macular Edema|Male|Prospective Studies|Retina|Tomography, Optical Coherence|Treatment Outcome|Triamcinolone Acetonide|Visual Acuity
P21243370	2011	Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv f?r klinische und experimentelle Ophthalmologie	Germany	X	Aged|Basement Membrane|Biological Markers|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Female|Fluorescein Angiography|Humans|Immunoenzyme Techniques|Indocyanine Green|Macular Edema|Male|Middle Aged|Prospective Studies|Tomography, Optical Coherence|Treatment Outcome|Visual Acuity|Vitrectomy|Vitreous Body
P21245962	2011	Molecular vision	United States	X	Adult|Anti-Bacterial Agents|Case-Control Studies|Central Serous Chorioretinopathy|Female|Helicobacter Infections|Helicobacter pylori|Humans|Male|Remission Induction|Retinal Pigment Epithelium|Risk Factors|Subretinal Fluid|Time Factors|Treatment Outcome
P21272283	2011	Acta ophthalmologica	England	X	Adult|Eye Movements|Humans|Macular Degeneration|Reading|Sensory Aids|Teaching|Vision, Low|Visual Acuity|Young Adult
P21293163	2011	Ophthalmologica. Journal international d'ophtalmologie. International journal of ophthalmology. Zeitschrift f?r Augenheilkunde	Switzerland	X	Administration, Oral|Aged|Anti-Bacterial Agents|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Dexamethasone|Drug Therapy, Combination|Female|Fluorescein Angiography|Follow-Up Studies|Fundus Oculi|Glucocorticoids|Humans|Intravitreal Injections|Macular Degeneration|Male|Middle Aged|Minocycline|Photochemotherapy|Photosensitizing Agents|Pilot Projects|Porphyrins|Prospective Studies|Retinal Neovascularization|Treatment Outcome|Visual Acuity
P21293319	2011	Retina (Philadelphia, Pa.)	United States	X	Adult|Aged|Aged, 80 and over|Angiogenesis Inhibitors|Antibodies, Monoclonal, Humanized|Female|Fluorescein Angiography|Glucocorticoids|Humans|Intraocular Pressure|Intravitreal Injections|Macular Edema|Male|Middle Aged|Prospective Studies|Retinal Vein Occlusion|Tomography, Optical Coherence|Treatment Outcome|Triamcinolone Acetonide|Vascular Endothelial Growth Factor A|Visual Acuity|Young Adult
P21301382	2011	Retina (Philadelphia, Pa.)	United States	M	Adolescent|Adult|Angiogenesis Inhibitors|Antibodies, Monoclonal, Humanized|Humans|Intravitreal Injections|Male|Middle Aged|Neovascularization, Pathologic|Prospective Studies|Retinal Vasculitis|Retreatment|Vascular Endothelial Growth Factor A|Visual Acuity|Vitrectomy|Vitreous Hemorrhage|Young Adult
P21305315	2011	Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv f?r klinische und experimentelle Ophthalmologie	Germany	X	Humans|Intraoperative Care|Laser Coagulation|Lens, Crystalline|Prospective Studies|Pseudophakia|Retinal Detachment|Risk Factors|Scleral Buckling|Treatment Outcome|Vision Disorders|Visual Acuity|Vitrectomy
P21309844	2011	Diabetic medicine : a journal of the British Diabetic Association	England	X	Adult|Aneurysm|Angiotensin II Type 1 Receptor Blockers|Benzimidazoles|Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Disease Progression|Female|Humans|Hypoglycemic Agents|Male|Middle Aged|Predictive Value of Tests|Regression (Psychology)|Remission Induction|Retinal Diseases|Tetrazoles
P21309874	2011	Journal of clinical nursing	England	X	Administration, Oral|Double-Blind Method|Female|Glucose|Humans|Infant, Newborn|Male|Pain|Retinopathy of Prematurity
P21310910	2011	Investigative ophthalmology & visual science	United Kingdom	X	Aged|Aged, 80 and over|Angiogenesis Inhibitors|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Choroidal Neovascularization|Contrast Sensitivity|Double-Blind Method|Female|Follow-Up Studies|Humans|Intravitreal Injections|Macular Degeneration|Male|Prospective Studies|Retreatment|Treatment Outcome|Vascular Endothelial Growth Factor A|Visual Acuity
P21314440	2011	Journal of ocular pharmacology and therapeutics : the official journal of the Association for Ocular Pharmacology and Therapeutics	United States	X	Aged|Centella|Diabetic Retinopathy|Drug Therapy, Combination|Female|Flavonoids|Humans|Macula Lutea|Macular Edema|Male|Melilotus|Middle Aged|Phytotherapy|Prospective Studies
P21320950	2011	Archives of ophthalmology	United States	X	Adolescent|Antineoplastic Agents|Carboplatin|Child|Child, Preschool|Dose-Response Relationship, Drug|Female|Follow-Up Studies|Humans|Infant|Infant, Newborn|Injections, Intra-Arterial|Male|Ophthalmic Artery|Prospective Studies|Retina|Retinal Neoplasms|Retinoblastoma|Treatment Outcome|Young Adult
P21320954	2011	Archives of ophthalmology	United States	X	Child|Cryotherapy|Double-Blind Method|Humans|Infant, Newborn|Laser Coagulation|Retinopathy of Prematurity|Risk Factors|Visual Acuity|Visual Field Tests|Visual Fields
P21320959	2011	Archives of ophthalmology	United States	X	Acetazolamide|Adolescent|Adult|Aged|Aged, 80 and over|Case-Control Studies|Child|Female|Follow-Up Studies|Fovea Centralis|Humans|Immunosuppressive Agents|Macular Edema|Male|Middle Aged|Retinal Detachment|Retrospective Studies|Tomography, Optical Coherence|Uveitis|Visual Acuity|Young Adult
P21320967	2011	Archives of ophthalmology	United States	X	Aged|Aged, 80 and over|Angiogenesis Inhibitors|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Choroidal Neovascularization|Control Groups|Female|Humans|Macular Degeneration|Male|Matched-Pair Analysis|Middle Aged|National Eye Institute (U.S.)|Placebos|Questionnaires|Research Design|Retrospective Studies|Sickness Impact Profile|Treatment Outcome|United States|Visual Acuity
P21321036	2011	Pediatrics	Canada	X	Birth Weight|Disease Progression|Follow-Up Studies|Gestational Age|Humans|Incidence|Infant, Newborn|Logistic Models|Prognosis|Prospective Studies|Retinopathy of Prematurity|Risk Assessment|Risk Factors|Severity of Illness Index|Weight Gain
P21323540	2011	The New England journal of medicine	United States	X	Angiogenesis Inhibitors|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Female|Humans|Infant, Newborn|Infant, Premature|Intravitreal Injections|Laser Therapy|Male|Prospective Studies|Recurrence|Retina|Retinal Vessels|Retinopathy of Prematurity|Severity of Illness Index
P21325394	2011	The British journal of ophthalmology	United Kingdom	X	Adult|Aged|Antimetabolites|Female|Fibrinolytic Agents|Fluorouracil|Follow-Up Studies|Heparin, Low-Molecular-Weight|Humans|Male|Middle Aged|Prognosis|Prospective Studies|Regression Analysis|Retinal Detachment|Risk Assessment|Risk Factors|Treatment Failure|Visual Acuity|Vitrectomy|Vitreoretinopathy, Proliferative
P21337043	2011	Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv f?r klinische und experimentelle Ophthalmologie	Germany	X	Acute Disease|Adult|Aged|Aged, 80 and over|Angiogenesis Inhibitors|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Double-Blind Method|Female|Humans|Intravitreal Injections|Macular Edema|Male|Middle Aged|Prospective Studies|Retina|Retinal Vein Occlusion|Tomography, Optical Coherence|Treatment Outcome|Vascular Endothelial Growth Factor A|Visual Acuity
P21345996	2011	Investigative ophthalmology & visual science	United States	X	Aged|Diabetic Retinopathy|Double-Blind Method|Eyeglasses|Follow-Up Studies|Fundus Oculi|Humans|Laser Coagulation|Light Coagulation|Macula Lutea|Macular Edema|Middle Aged|Prospective Studies|Retreatment|Treatment Outcome|Visual Acuity
P21350289	2011	Indian journal of ophthalmology	India	X	Female|Humans|Hyperthermia, Induced|Infant, Newborn|Infant, Premature|Laser Therapy|Lasers, Semiconductor|Male|Retinopathy of Prematurity|Time Factors|Treatment Outcome
P21355157	2011	Zhongguo zhen jiu = Chinese acupuncture & moxibustion	China	X	Acupuncture Points|Acupuncture Therapy|Aged|Aged, 80 and over|Female|Humans|Macular Degeneration|Male|Middle Aged|Treatment Outcome
P21358360	2011	Retina (Philadelphia, Pa.)	United States	X	Aged|Air|Double-Blind Method|Female|Humans|Intraocular Pressure|Lens Subluxation|Male|Microsurgery|Middle Aged|Ocular Hypotension|Prospective Studies|Retinal Diseases|Sclerostomy|Suture Techniques|Tonometry, Ocular|Visual Acuity|Vitrectomy
P21362332	2011	Chinese medical journal	China	X	Adult|Aged|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Diabetic Retinopathy|Female|Humans|Immunosuppressive Agents|Intravitreal Injections|Macular Edema|Male|Middle Aged|Treatment Outcome|Triamcinolone Acetonide
P21364149	2011	Circulation. Cardiovascular interventions	United States	X	Aged|Angioplasty, Balloon, Coronary|Coronary Angiography|Diabetes Mellitus, Type 2|Diabetic Angiopathies|Diabetic Retinopathy|Drug-Eluting Stents|Female|Humans|Male|Middle Aged|Paclitaxel|Pilot Projects|Sirolimus
P21376243	2011	Ophthalmology	United States	X	Angiogenesis Inhibitors|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Choroidal Neovascularization|Fluorescein Angiography|Humans|Intravitreal Injections|Macula Lutea|Macular Degeneration|Middle Aged|Prospective Studies|Retreatment|Tomography, Optical Coherence|Treatment Outcome|Vascular Endothelial Growth Factor A|Visual Acuity
P21379571	2011	PloS one	United States	X	Adult|Aged|Altitude|Altitude Sickness|Blood Pressure|Delayed Diagnosis|Female|Fundus Oculi|Humans|Male|Middle Aged|Mountaineering|Ophthalmoscopy|Retinal Hemorrhage|Time Factors|Young Adult
P21386766	2011	Retina (Philadelphia, Pa.)	United States	X	Administration, Oral|Diabetic Retinopathy|Double-Blind Method|Enzyme Inhibitors|Female|Humans|Indoles|Male|Maleimides|Middle Aged|Protein Kinase C|Protein Kinase C beta|Retreatment|Vision Disorders|Vision Tests|Visual Acuity|Withholding Treatment
P21386767	2011	Retina (Philadelphia, Pa.)	United States	X	Aged|Aged, 80 and over|Combined Modality Therapy|Endotamponade|Female|Humans|Laser Coagulation|Male|Microsurgery|Middle Aged|Prospective Studies|Pseudophakia|Retina|Retinal Detachment|Retinal Perforations|Scleral Buckling|Silicone Oils|Sulfur Hexafluoride|Treatment Outcome|Visual Acuity|Vitrectomy
P21389739	2011	Ophthalmologica. Journal international d'ophtalmologie. International journal of ophthalmology. Zeitschrift f?r Augenheilkunde	Switzerland	X	Adult|Aged|Diabetic Retinopathy|Female|Follow-Up Studies|Glucocorticoids|Humans|Intravitreal Injections|Macular Edema|Male|Middle Aged|Prospective Studies|Tenon Capsule|Tomography, Optical Coherence|Treatment Outcome|Triamcinolone Acetonide|Visual Acuity
P21394052	2011	Retina (Philadelphia, Pa.)	United States	X	Angiogenesis Inhibitors|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Diabetic Retinopathy|Female|Glucocorticoids|Humans|Intravitreal Injections|Laser Coagulation|Macular Edema|Male|Middle Aged|Postoperative Care|Triamcinolone Acetonide|Vascular Endothelial Growth Factor A|Visual Acuity
P21397805	2011	Journal of AAPOS : the official publication of the American Association for Pediatric Ophthalmology and Strabismus / American Association for Pediatric Ophthalmology and Strabismus	United States	X	Administration, Topical|Anesthetics, Local|Double-Blind Method|Gestational Age|Humans|Infant, Newborn|Infant, Premature|Infant, Very Low Birth Weight|Intensive Care Units, Neonatal|Ophthalmic Solutions|Pain|Pain Measurement|Physical Examination|Propoxycaine|Retinopathy of Prematurity
P21401909	2011	Acta ophthalmologica	England	X	Aged|Aged, 80 and over|Angiogenesis Inhibitors|Antibodies, Monoclonal, Humanized|Biometry|Cornea|Diagnostic Techniques, Ophthalmological|Female|Humans|Intraocular Pressure|Intravitreal Injections|Macular Degeneration|Male|Middle Aged|Prospective Studies|Regression Analysis|Tonometry, Ocular
P21402976	2011	Archives of ophthalmology	United States	F	Diet|Diet Surveys|Double-Blind Method|Fatty Acids, Omega-3|Female|Food Habits|Health Personnel|Humans|Incidence|Macular Degeneration|Middle Aged|Prospective Studies|Questionnaires|Risk Assessment|Seafood|United States|Visual Acuity|Women's Health
P21403038	2011	Archives of internal medicine	United States	X	Adult|Age of Onset|Albuminuria|Blood Pressure|Cholesterol, LDL|Chronic Disease|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Disease Progression|Female|Follow-Up Studies|Glomerular Filtration Rate|Hemoglobins|Humans|Hypoglycemic Agents|Insulin|Insulin Infusion Systems|Kidney Failure, Chronic|Longitudinal Studies|Male|Sex Factors|Treatment Outcome|Triglycerides|Young Adult
P21421873	2011	Investigative ophthalmology & visual science	United Kingdom	X	Aged|Aged, 80 and over|Angiogenesis Inhibitors|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Disability Evaluation|Double-Blind Method|Female|Humans|Macular Degeneration|Male|Middle Aged|Prospective Studies|Reading|Reproducibility of Results|Vascular Endothelial Growth Factor A|Vision Disorders|Vision Tests|Visual Acuity
P21423068	2011	Retina (Philadelphia, Pa.)	United States	X	Adult|Aged|Diabetic Retinopathy|Eye Pain|Female|Fluorescein Angiography|Humans|Laser Coagulation|Male|Middle Aged|Pain, Postoperative|Prospective Studies|Retreatment
P21440942	2011	Ophthalmology	United States	X	Aged|Capillaries|Female|Glaucoma, Neovascular|Glucocorticoids|Humans|Incidence|Iris|Ischemia|Light Coagulation|Linear Models|Male|Neovascularization, Pathologic|Retinal Hemorrhage|Retinal Neovascularization|Retinal Vein Occlusion|Retinal Vessels|Risk Assessment|Triamcinolone|Vitreous Hemorrhage
P21444807	2011	Proceedings of the National Academy of Sciences of the United States of America	United States	X	Aged|Aged, 80 and over|Capsules|Ciliary Neurotrophic Factor|Drug Implants|Female|Humans|Macular Degeneration|Male|Middle Aged|Pilot Projects|Retina|Treatment Outcome|Vision, Ocular
P21447686	2011	Investigative ophthalmology & visual science	United States	X	Adult|Age Factors|Aged|Argon Plasma Coagulation|Cold Temperature|Cornea|Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Female|Hot Temperature|Humans|Laser Coagulation|Male|Middle Aged|Physical Stimulation|Postoperative Complications|Retina|Sensory Thresholds|Stimulation, Chemical|Young Adult
P21451442	2011	Retina (Philadelphia, Pa.)	United States	X	Angiogenesis Inhibitors|Antibodies, Monoclonal, Humanized|Body Weights and Measures|Diabetic Retinopathy|Drug Therapy, Combination|Female|Glucocorticoids|Humans|Laser Coagulation|Macula Lutea|Macular Edema|Male|Middle Aged|Retreatment|Tomography, Optical Coherence|Triamcinolone Acetonide|Vascular Endothelial Growth Factor A|Visual Acuity
P21459214	2011	Ophthalmology	United States	X	Angiogenesis Inhibitors|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Combined Modality Therapy|Diabetic Retinopathy|Female|Follow-Up Studies|Glucocorticoids|Humans|Intravitreal Injections|Laser Coagulation|Macular Edema|Male|Middle Aged|Retina|Tomography, Optical Coherence|Triamcinolone Acetonide|Vascular Endothelial Growth Factor A|Visual Acuity
P21459215	2011	Ophthalmology	United States	X	Angiogenesis Inhibitors|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Combined Modality Therapy|Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Double-Blind Method|Female|Fluorescein Angiography|Humans|Intravitreal Injections|Laser Coagulation|Macular Edema|Male|Middle Aged|Quality of Life|Questionnaires|Retina|Retreatment|Sickness Impact Profile|Tomography, Optical Coherence|Treatment Outcome|Vascular Endothelial Growth Factor A|Visual Acuity
P21459216	2011	Ophthalmology	United States	X	Diabetic Retinopathy|Double-Blind Method|Drug Implants|Female|Fluocinolone Acetonide|Follow-Up Studies|Glucocorticoids|Humans|Intravitreal Injections|Macular Edema|Male|Middle Aged|Prospective Studies|Retina|Tomography, Optical Coherence|Treatment Outcome|Visual Acuity|Vitreous Body
P21467183	2011	Investigative ophthalmology & visual science	United States	X	Color Perception|Cornea|Electric Stimulation Therapy|Electroretinography|Follow-Up Studies|Humans|Prospective Studies|Retinitis Pigmentosa|Single-Blind Method|Tomography, Optical Coherence|Treatment Outcome|Visual Acuity|Visual Fields
P21470388	2011	Acta ophthalmologica	England	X	Aged|Cryosurgery|Endotamponade|Female|Fluorocarbons|Humans|Laser Coagulation|Male|Prognosis|Prospective Studies|Retinal Detachment|Retinal Perforations|Silicone Oils|Treatment Outcome|Visual Acuity|Vitrectomy|Vitreoretinopathy, Proliferative
P21478808	2011	Retina (Philadelphia, Pa.)	United States	X	Adult|Diabetic Retinopathy|Female|Fourier Analysis|Humans|Intraocular Pressure|Laser Coagulation|Male|Nerve Fibers|Optic Disk|Prospective Studies|Retina|Retinal Ganglion Cells|Tomography, Optical Coherence|Visual Acuity
P21499192	2011	Retina (Philadelphia, Pa.)	United States	X	Adult|Aged|Angiogenesis Inhibitors|Antibodies, Monoclonal, Humanized|Diabetic Retinopathy|Female|Humans|Intravitreal Injections|Male|Middle Aged|Preoperative Care|Treatment Outcome|Vascular Endothelial Growth Factor A|Visual Acuity|Vitrectomy|Vitreous Hemorrhage
P21526923	2011	The New England journal of medicine	United States	X	Aged|Aged, 80 and over|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Cardiovascular Diseases|Drug Administration Schedule|Female|Humans|Intention to Treat Analysis|Macular Degeneration|Male|Middle Aged|Off-Label Use|Proportional Hazards Models|Retina|Single-Blind Method|Therapeutic Equivalency|Visual Acuity
P21529957	2011	Ophthalmology	United States	X	Adult|Aged|Aged, 80 and over|Aptamers, Nucleotide|Diabetic Retinopathy|Dose-Response Relationship, Drug|Female|Fluorescein Angiography|Fundus Oculi|Humans|Intravitreal Injections|Macula Lutea|Macular Edema|Male|Middle Aged|Treatment Outcome|Vascular Endothelial Growth Factor A|Visual Acuity|Young Adult
P21546089	2011	Ophthalmology	United States	X	Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Double-Blind Method|Female|Humans|Intravitreal Injections|Laser Coagulation|Macular Edema|Male|Middle Aged|Receptors, Vascular Endothelial Growth Factor|Recombinant Fusion Proteins|Retina|Retreatment|Tomography, Optical Coherence|Treatment Outcome|Visual Acuity
P21555967	2011	Retina (Philadelphia, Pa.)	United States	X	Aged|Aged, 80 and over|Angiogenesis Inhibitors|Antibodies, Monoclonal, Humanized|Drug Therapy, Combination|Female|Fluorescein Angiography|Follow-Up Studies|Glucocorticoids|Humans|Intravitreal Injections|Male|Middle Aged|Prospective Studies|Retreatment|Tomography, Optical Coherence|Treatment Outcome|Triamcinolone Acetonide|Vascular Endothelial Growth Factor A|Visual Acuity|Wet Macular Degeneration
P21586838	2011	Indian journal of ophthalmology	India	X	Angiogenesis Inhibitors|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Choroidal Neovascularization|Female|Humans|Intravitreal Injections|Macular Degeneration|Male|Middle Aged|Prospective Studies|Treatment Outcome
P21592510	2011	The Journal of pediatrics	Canada	X	Brain Injuries|Bronchopulmonary Dysplasia|Cardiopulmonary Resuscitation|Cerebral Palsy|Delivery Rooms|Developmental Disabilities|Enterocolitis, Necrotizing|Female|Hearing Loss|Humans|Infant Mortality|Infant, Newborn|Infant, Premature|Infant, Very Low Birth Weight|Intubation, Intratracheal|Male|Masks|Multivariate Analysis|Respiration, Artificial|Retinopathy of Prematurity
P21610564	2011	Retina (Philadelphia, Pa.)	United States	X	Antioxidants|Ascorbic Acid|Case-Control Studies|Double-Blind Method|False Negative Reactions|Humans|Lutein|Predictive Value of Tests|Tomography, Optical Coherence|Vision Disorders|Visual Acuity|Visual Field Tests|Vitamin E|Wet Macular Degeneration|Xanthophylls|Zeaxanthins|Zinc
P21612513	2011	Photomedicine and laser surgery	United States	X	Diabetic Retinopathy|Electroretinography|Humans|Lasers, Semiconductor|Lasers, Solid-State|Macular Edema|Prospective Studies|Tomography, Optical Coherence
P21630126	2011	Diabetologia	Germany	X	Adult|Aged|Comorbidity|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Disease Progression|Female|Follow-Up Studies|Hemoglobin A, Glycosylated|Humans|Hypertension|Incidence|Japan|Kaplan-Meier Estimate|Longitudinal Studies|Male|Middle Aged|Obesity
P21640257	2011	Ophthalmology	United States	X	Aged|Aged, 80 and over|Choroidal Neovascularization|Dose-Response Relationship, Drug|Double-Blind Method|Drug Administration Schedule|Female|Follow-Up Studies|Fovea Centralis|Humans|Intravitreal Injections|Male|Middle Aged|Prospective Studies|Treatment Outcome|Vascular Endothelial Growth Factor A|Visual Acuity|Wet Macular Degeneration
P21640258	2011	Ophthalmology	United States	X	Aged|Aged, 80 and over|Choroidal Neovascularization|Dose-Response Relationship, Drug|Double-Blind Method|Drug Administration Schedule|Female|Follow-Up Studies|Fovea Centralis|Humans|Intravitreal Injections|Male|Middle Aged|Ophthalmoscopy|Prospective Studies|Time Factors|Treatment Outcome|United States|Vascular Endothelial Growth Factor A|Visual Acuity|Wet Macular Degeneration
P21647703	2011	International ophthalmology	Netherlands	X	Adult|Aged|Biological Markers|Blood Glucose|Diabetes Mellitus|Diabetic Retinopathy|Female|Fluorescein Angiography|Follow-Up Studies|Fundus Oculi|Humans|Immunoassay|Light Coagulation|Male|Middle Aged|Retrospective Studies|Treatment Outcome|Vascular Endothelial Growth Factor A|Visual Acuity|Young Adult
P21670337	2011	Archives of ophthalmology	United States	X	Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Blindness|Choroidal Neovascularization|European Continental Ancestry Group|Female|Follow-Up Studies|Humans|Incidence|Macular Degeneration|Male|Middle Aged|Retrospective Studies|Risk Factors|United States|Vision, Low|Visual Acuity
P21670338	2011	Archives of ophthalmology	United States	X	Adult|Cross-Sectional Studies|Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Disease Progression|Double-Blind Method|Female|Follow-Up Studies|Humans|Image Processing, Computer-Assisted|Incidence|Male|Photography|ROC Curve|Retrospective Studies|Severity of Illness Index|Time Factors
P21684602	2011	Ophthalmology	United States	X	Aged|Aged, 80 and over|Aging|Antioxidants|Cataract|Cataract Extraction|Cohort Studies|Disease Progression|Female|Follow-Up Studies|Humans|Incidence|Macular Degeneration|Male|Middle Aged|Prospective Studies|Questionnaires|Risk Factors|Trace Elements|Visual Acuity|Vitamins
