name	uid	treepos	children
tert-Butyl Alcohol	D020002	D02.033.415.110.855|D10.289.110.855	
1-Octanol	D020003	D02.033.415.600.600|D10.289.600.610	
Propanols	D020005	D02.033.755	D019840|D011412|D000433
Implants, Experimental	D020007	E07.695.340	
Delavirdine	D020008	D03.383.606.350|D03.633.100.473.250	
Heterosexuality	D020010	F01.145.802.975.400|G08.686.867.400	
Protective Agents	D020011	D27.505.696.706|D27.720.799	D000975|D000931|D002327|D011837|D018696|D055675|D016587|D007302|D016588|D002316|D003451
Calcium Signaling	D020013	G02.111.820.800.100|G03.143.500.100|G04.835.800.100	D056966
K562 Cells	D020014	A11.251.210.190.510|A11.251.860.180.510|A11.443.240.497.480	
Activated Protein C Resistance	D020016	C15.378.100.100.037|C15.378.100.141.036|C15.378.925.050|C16.320.099.037	
Sexual Dysfunctions, Psychological	D020018	F03.835	D000068116|D019968|D052065|D007172|D061686|D004414
Neurocysticercosis	D020019	C03.105.250.550|C03.335.190.902.185.550|C10.228.228.205.250.550	
Genetic Predisposition to Disease	D020022	C23.550.291.687.500|G05.380.355	D020132
Leukotriene Antagonists	D020024	D06.347.565|D27.505.696.399.450.565	
Peroxisome Proliferators	D020025	D27.888.569.100.675	
Pyrococcus furiosus	D020027	B02.200.825.800.650.300	
Base Pairing	D020029	G02.111.570.820.486.100|G02.111.611.500|G05.360.580.100	
Nitric Oxide Donors	D020030	D27.505.519.656|D27.505.954.411.590	
Epstein-Barr Virus Infections	D020031	C02.256.466.313|C02.928.313	D007244|D017733|D002051
Tyrphostins	D020032	D02.455.426.559.389.150.795|D02.626.886|D03.633.100.857.885	
Protein Isoforms	D020033	D12.776.800	D007527
Silicone Gels	D020034	D02.715.650.700.755|D05.750.900.850.905|D25.720.900.850.905|J01.637.051.720.900.850.905	
Holoenzymes	D020035	D08.811.255	D001051
Onygenales	D020036	B01.300.107.650	D003883
Sordariales	D020037	B01.300.107.800	D048468|D002597|D009491
RNA, Spliced Leader	D020038	D13.444.735.790.552.968	
Trans-Splicing	D020040	G02.111.760.700.750|G03.839.700.750|G05.308.700.700.750	
Histiocytic Necrotizing Lymphadenitis	D020042	C15.604.315.300	
Genes, Essential	D020043	G05.360.340.024.340.270	
Pfiesteria piscicida	D020045	B01.043.214.600	
Rectocele	D020047	C06.405.469.860.810|C23.300.707.984	
Blattellidae	D020048	B01.050.500.131.617.140.100	
Isoptera	D020049	B01.050.500.131.617.485	
Mantodea	D020050	B01.050.500.131.617.590	
N-Acetylgalactosamine-4-Sulfatase	D020051	D08.811.277.352.827.070.060|D08.811.277.352.827.180.175.060	
Styrene	D020058	D02.455.426.559.389.150.750.800	D011137
Cathepsin E	D020059	D08.811.277.656.074.500.185|D08.811.277.656.224.250|D08.811.277.656.300.048.185	
Phthirus	D020061	B01.050.500.131.617.690.060.730	
Heteroptera	D020062	B01.050.500.131.617.412.420	D020063|D020064
Cimicidae	D020063	B01.050.500.131.617.412.420.150	D001511
Reduviidae	D020064	B01.050.500.131.617.412.420.700	D014225
Hepatopulmonary Syndrome	D020065	C06.552.455|C08.381.385	
Merozoite Surface Protein 1	D020066	D12.776.820.500|D23.050.293.500	
Zygosaccharomyces	D020068	B01.300.107.795.990	
Shoulder Pain	D020069	C05.550.091.700|C10.597.617.133.700|C23.888.592.612.094.700|F02.830.816.444.350.500|G11.561.790.444.350.500	
Cervical Ripening	D020070	G08.686.784.769.326.100	
Interspersed Repetitive Sequences	D020071	G02.111.570.080.708.330|G05.360.080.708.330|G05.360.340.024.425	D018626|D044404|D004251
Polyporales	D020072	B01.300.179.120	D032902|D011124|D055453
Gravidity	D020073	G08.686.340|G08.686.784.769.213|N06.850.490.812.250	
Lentinula	D020074	B01.300.179.100.515	D020942
Phanerochaete	D020075	B01.300.179.120.760.649	
Pleurotus	D020076	B01.300.179.100.650	
Endogenous Retroviruses	D020077	B04.613.807.250|B04.820.650.250|G02.111.570.080.708.330.800.175|G05.360.080.708.330.800.175|G05.360.340.024.425.800.175	
Neurogenic Inflammation	D020078	C10.597.609|C23.550.470.448	
Terminal Repeat Sequences	D020079	G02.111.570.080.708.850|G05.360.080.708.850	D016325
Tandem Repeat Sequences	D020080	G02.111.570.080.708.800|G05.360.080.708.800|G05.360.340.024.850	D042622|D018598|D055029|D018895|D064112|D004276
Phyllachorales	D020081	B01.300.107.715	
Magnaporthe	D020082	B01.300.107.575	
Acquired Hyperostosis Syndrome	D020083	C05.116.099.708.025	
Long Interspersed Nucleotide Elements	D020084	G02.111.570.080.708.330.800.400|G05.360.080.708.330.800.400|G05.360.340.024.425.800.400	
Neocallimastigales	D020085	B01.300.665.600	D020089|D020088
Short Interspersed Nucleotide Elements	D020086	G02.111.570.080.708.330.800.800|G05.360.080.708.330.800.800|G05.360.340.024.425.800.800	D020087
Alu Elements	D020087	G02.111.570.080.708.330.800.800.050|G05.360.080.708.330.800.800.050|G05.360.340.024.425.800.800.050	
Neocallimastix	D020088	B01.300.665.600.600	
Piromyces	D020089	B01.300.665.600.675	
Chromosome Segregation	D020090	G04.144.220.220.625|G05.113.220.625	D009630
Entomophthorales	D020091	B01.300.300.300	D004773|D020092
Conidiobolus	D020092	B01.300.300.300.150	
Cunninghamella	D020093	B01.300.300.500.150	
Mortierella	D020094	B01.300.300.500.480	
Absidia	D020095	B01.300.300.500.030	
Zygomycosis	D020096	C01.703.980	D009091
Natriuretic Peptide, Brain	D020097	D06.472.699.584.625|D12.644.548.585.625|D12.776.631.590	
Natriuretic Peptide, C-Type	D020098	D06.472.699.584.750|D12.644.548.585.750	
Coated Materials, Biocompatible	D020099	D25.130.420|J01.637.051.130.420	
Hydrogels	D020100	D20.280.320.375|D26.255.165.320.375	D020136|D059985
Acrosome Reaction	D020101	G08.686.784.277.800.100	
Mycobacterium smegmatis	D020102	B03.510.024.049.525.500.720.662|B03.510.460.400.410.552.552.720.662	
Rhizomucor	D020103	B01.300.300.500.795	
Immunophilins	D020104	D08.811.399.325.500.400|D12.776.543.750.705.400|D12.776.827.275	D022021|D021983
Milrinone	D020105	D02.092.080.085.543|D03.383.725.050.085.543	
Acrylamide	D020106	D02.065.122.015|D02.241.081.069.094.015	
Troponin T	D020107	D05.500.945.962|D05.750.078.730.825.962|D12.776.210.500.910.962|D12.776.220.525.825.962	
Nicorandil	D020108	D02.583.575|D03.066.515.530.498|D03.383.725.547.530.498	
Devazepide	D020109	D03.633.100.079.080.070.200	
Pinacidil	D020110	D02.078.370.729	
Chlorodiphenyl (54% Chlorine)	D020111	D02.309.750.500.077|D02.455.526.439.773.292.077|D02.455.526.439.785.292.077	
Rhodamine 123	D020112	D03.633.300.953.600.500	
Phenolphthalein	D020113	D02.455.426.559.389.657.625.555	
Rickettsia conorii	D020114	B03.440.647.650.650.125|B03.660.050.765.650.650.180	
Pepsinogen C	D020115	D08.622.509.725	
Pepsinogen A	D020116	D08.622.509.700	
Cisapride	D020117	D02.065.277.135|D02.241.223.100.050.500.700|D02.241.223.100.100.135|D02.241.223.100.200.374|D02.455.426.559.389.127.020.937.700|D02.455.426.559.389.127.085.135|D02.455.426.559.389.127.250.374|D03.383.621.135	
Cupriavidus necator	D020118	B03.440.400.425.251.200.200|B03.660.075.077.200.200	
Iodocyanopindolol	D020120	D02.033.100.624.698.699.420|D02.033.755.624.698.699.420|D02.092.063.624.698.699.420	
5' Untranslated Regions	D020121	D13.444.735.544.875.885|D13.444.735.790.878.885|G05.360.340.024.220.880.885|G05.360.340.024.340.137.910.885	
tert-Butylhydroperoxide	D020122	D01.248.497.158.685.750.925|D01.339.431.374.925|D01.650.550.750.900|D02.389.338.825	
Sirolimus	D020123	D02.540.505.760	D000068338
Thermotoga maritima	D020124	B03.440.425.410.750	
Mutation, Missense	D020125	G05.365.590.650	
Brefeldin A	D020126	D02.540.576.500.875	
Recovery of Function	D020127	G16.757	
Inhibitory Concentration 50	D020128	E05.940.350|G07.690.936.563	
Bacterial Chromatophores	D020130	A11.284.430.214.190.875.080|A20.374	
Genes, Duplicate	D020131	G05.360.340.024.340.250	
Anticipation, Genetic	D020132	C23.550.291.687.500.500|G05.420.040	
Reverse Transcriptase Polymerase Chain Reaction	D020133	E05.393.620.500.725	
Catalytic Domain	D020134	G02.111.570.120.704|G02.111.570.820.709.275.750.188	
Peptide Nucleic Acids	D020135	D13.695.578.424.550	
Hydrogel	D020136	D02.033.455.250.700.485|D05.750.741.485|D25.720.741.485|D26.255.165.320.375.375|J01.637.051.720.741.485	
Base Pair Mismatch	D020137	G05.365.590.060	
Hyperhomocysteinemia	D020138	C16.320.565.100.480|C18.452.603.378|C18.452.648.100.480|C18.654.521.500.133.699.418	D006712
Gastroschisis	D020139	C05.660.417|C16.131.621.417|C23.300.707.374.500	
Lysosomal Storage Diseases, Nervous System	D020140	C10.228.140.163.100.435|C16.320.565.189.435|C16.320.565.595.554|C18.452.132.100.435|C18.452.648.189.435|C18.452.648.595.554	D006009|D009081|D005645|D013106|D029461
Hemostatic Disorders	D020141	C14.907.454|C15.378.463.515	D008258|D011694|D012614|D011561|D013683|D011695|D003449|D009101|D012790|D004535|D006392
Gangliosidoses, GM2	D020143	C10.228.140.163.100.435.825.300.300|C16.320.565.189.435.825.300.300|C16.320.565.398.641.803.350.300|C16.320.565.595.554.825.300.300|C18.452.132.100.435.825.300.300|C18.452.584.687.803.350.300|C18.452.648.189.435.825.300.300|C18.452.648.398.641.803.350.300|C18.452.648.595.554.825.300.300	D012497|D049290|D013661
Basal Ganglia Cerebrovascular Disease	D020144	C10.228.140.079.127|C10.228.140.300.100|C14.907.253.061	D020145
Basal Ganglia Hemorrhage	D020145	C10.228.140.079.127.500|C10.228.140.300.100.200|C10.228.140.300.535.200.150|C14.907.253.061.200|C14.907.253.573.200.150|C23.550.414.913.100.200	D020146
Putaminal Hemorrhage	D020146	C10.228.140.079.127.500.500|C10.228.140.300.100.200.500|C10.228.140.300.535.200.150.500|C14.907.253.061.200.500|C14.907.253.573.200.150.500|C23.550.414.913.100.200.500	
Coagulation Protein Disorders	D020147	C15.378.100.141	D005175|D007020|D020016|D002836|D014842|D000347|D005168|D006467|D005166|D005177|D005171|D005173
Butyric Acid	D020148	D02.241.081.114.750|D10.251.400.143.500	
Manganese Poisoning	D020149	C10.720.475.500|C25.723.618	
Chorea Gravidarum	D020150	C10.228.140.079.294|C10.228.662.262.249.500|C13.703.141	
Protein C Deficiency	D020151	C15.378.100.100.690|C15.378.147.880|C15.378.925.795|C16.320.099.690	
Antithrombin III Deficiency	D020152	C15.378.100.100.075|C15.378.147.150|C15.378.925.075|C16.320.099.075	
3-Hydroxybutyric Acid	D020155	D02.241.081.114.937.349|D02.241.511.429.349|D02.522.585.087|D10.251.400.143.781.500	
Salicylic Acid	D020156	D02.241.223.100.300.595.608|D02.241.511.390.595.608|D02.455.426.559.389.127.281.595.608|D02.455.426.559.389.657.410.595.608	D012980
Amino Acid Transport Disorders, Inborn	D020157	C16.320.565.151|C18.452.648.151	D009800|D006250
Hyperglycinemia, Nonketotic	D020158	C10.228.140.163.100.375|C16.320.565.100.477|C16.320.565.189.375|C18.452.132.100.375|C18.452.648.100.477|C18.452.648.189.375	
Citrullinemia	D020159	C10.228.140.163.100.937.374|C16.320.565.100.940.374|C16.320.565.189.937.374|C18.452.132.100.937.374|C18.452.648.100.940.374|C18.452.648.189.937.374	
Sodium Benzoate	D020160	D02.241.223.100.120.500|D02.455.426.559.389.127.117.500	
Physical Chromosome Mapping	D020161	E05.393.183.620	D015183|D021101|D020451
Hyperargininemia	D020162	C10.228.140.163.100.937.500|C16.320.565.100.940.500|C16.320.565.189.937.500|C18.452.132.100.937.437|C18.452.648.100.940.437|C18.452.648.189.937.437	
Ornithine Carbamoyltransferase Deficiency Disease	D020163	C10.228.140.163.100.937.750|C16.320.322.828|C16.320.565.100.940.750|C16.320.565.189.937.750|C18.452.132.100.937.500|C18.452.648.100.940.500|C18.452.648.189.937.500	
Chemical Actions and Uses	D020164	D27	D020313|D020228|D004786
Carbamoyl-Phosphate Synthase I Deficiency Disease	D020165	C10.228.140.163.100.937.249|C16.320.565.100.940.249|C16.320.565.189.937.249|C18.452.132.100.937.249|C18.452.648.100.940.249|C18.452.648.189.937.249|C18.452.660.097	
Hyperlysinemias	D020167	C10.228.140.163.100.380|C16.320.565.100.544|C16.320.565.189.380|C18.452.132.100.380|C18.452.648.100.544|C18.452.648.189.380	
P-Glycoprotein	D020168	D12.776.157.530.100.652.500|D12.776.157.530.450.074.500.500.875.500|D12.776.395.550.020.610.610|D12.776.543.550.192.610.610|D12.776.543.585.100.610.500|D12.776.543.585.450.074.500.500.875.500|D23.050.301.264.035.584|D23.101.100.110.584	
Caspases	D020169	D08.811.277.656.262.500.126|D08.811.277.656.300.200.126|D12.644.360.075.405|D12.776.476.075.405	D053470|D053471
Caspase 1	D020170	D08.811.277.656.262.500.126.550.100|D08.811.277.656.300.200.126.550.100|D12.644.360.075.405.550.100|D12.776.476.075.405.550.100	
Botrytis	D020171	B01.300.381.128	
Verticillium	D020172	B01.300.381.950	
Tyrosinemias	D020176	C10.228.140.163.100.875|C16.320.565.100.880|C16.320.565.189.875|C18.452.132.100.875|C18.452.648.100.880|C18.452.648.189.875	
Hypersomnolence, Idiopathic	D020177	C10.886.425.800.200.400|F03.870.400.800.200.400	
Sleep Disorders, Circadian Rhythm	D020178	C10.281.800|C10.886.425.200|C24.900|F03.870.400.200	D020179
Jet Lag Syndrome	D020179	C10.281.440|C10.886.425.200.500|F03.870.400.200.500	
Heteroduplex Analysis	D020180	E05.393.661.250	
Sleep Apnea, Obstructive	D020181	C08.618.085.852.850|C10.886.425.800.750.850	D010845
Sleep Apnea, Central	D020182	C08.618.085.852.800|C10.886.425.800.750.800	
Nocturnal Paroxysmal Dystonia	D020183	C10.886.659.627|F03.870.664.627	
Night Terrors	D020184	C10.886.659.635.600|F03.870.664.635.600	
Sleep Bruxism	D020186	C07.793.099.500|C10.886.659.637|F03.870.664.637	
REM Sleep Behavior Disorder	D020187	C10.886.659.633.700|F03.870.664.633.700	
Sleep Paralysis	D020188	C10.886.659.633.800|F03.870.664.633.800	
Nocturnal Myoclonus Syndrome	D020189	C10.886.425.800.600|C10.886.659.618	
Myoclonic Epilepsy, Juvenile	D020190	C10.228.140.490.250.670	
Myoclonic Epilepsies, Progressive	D020191	C10.228.140.490.250.650	D020192|D017243|D020194
Lafora Disease	D020192	C10.228.140.490.250.650.500|C10.574.500.529|C16.320.400.480	
Unverricht-Lundborg Syndrome	D020194	C10.228.140.490.250.650.900|C10.574.500.875|C16.320.400.940	
Epilepsy, Reflex	D020195	C10.228.140.490.450	
Trauma, Nervous System	D020196	C10.900|C26.915	D020214|D013119|D006259|D059348
Head Injuries, Penetrating	D020197	C10.900.300.675|C26.915.300.475|C26.986.500	
Intracranial Hemorrhage, Traumatic	D020198	C10.228.140.300.535.450|C10.900.300.837|C14.907.253.573.400|C26.915.300.490	D020201|D006407|D006408|D020206
Hematoma, Subdural, Acute	D020199	C10.228.140.300.535.450.400.050|C10.900.300.837.600.050|C14.907.253.573.400.450.050|C23.550.414.838.700.100|C23.550.414.913.700.100|C26.915.300.490.450.050	
Hematoma, Subdural, Chronic	D020200	C10.228.140.300.535.450.400.120|C10.900.300.837.600.120|C14.907.253.573.400.450.120|C23.550.414.838.700.200|C23.550.414.913.700.200|C26.915.300.490.450.120	
Brain Hemorrhage, Traumatic	D020201	C10.228.140.199.275|C10.228.140.300.535.450.200|C10.900.300.087.187|C10.900.300.837.150|C14.907.253.573.400.150|C26.915.300.200.175|C26.915.300.490.150	D020203|D020202
Cerebral Hemorrhage, Traumatic	D020202	C10.228.140.199.275.300|C10.228.140.300.535.200.200|C10.228.140.300.535.450.200.750|C10.900.300.087.187.300|C10.900.300.837.150.650|C14.907.253.573.200.200|C14.907.253.573.400.150.300|C26.915.300.200.175.300|C26.915.300.490.150.300	
Brain Stem Hemorrhage, Traumatic	D020203	C10.228.140.199.275.200|C10.228.140.300.535.450.200.500|C10.900.300.087.187.200|C10.900.300.837.150.300|C14.907.253.573.400.150.200|C26.915.300.200.175.200|C26.915.300.490.150.200	
Skull Fracture, Depressed	D020204	C10.900.300.918.300|C26.404.750.890|C26.915.300.745.350	
Skull Fracture, Basilar	D020205	C10.900.300.918.150|C26.404.750.821|C26.915.300.745.300	
Subarachnoid Hemorrhage, Traumatic	D020206	C10.228.140.300.535.450.650|C10.228.140.300.535.800.700|C10.900.300.837.800|C14.907.253.535.600|C14.907.253.573.400.700|C14.907.253.573.800.700|C26.915.300.490.700	
Coma, Post-Head Injury	D020207	C10.597.606.358.800.200.200|C10.900.300.175|C26.915.300.350	
Brain Injury, Chronic	D020208	C10.228.140.140.127|C10.228.140.199.500|C10.900.300.087.250|C26.915.300.200.200	D000070627
Cranial Nerve Injuries	D020209	C10.292.262|C10.900.300.218|C26.915.300.400	D061219|D061247|D061285|D061287|D061223|D061220|D061221|D061227|D061228|D020221|D020220|D020222
Central Cord Syndrome	D020210	C10.228.854.770.500|C10.900.850.625|C26.819.339	
Autonomic Dysreflexia	D020211	C10.177.090|C10.900.850.250	
Carotid Artery Injuries	D020212	C10.228.140.300.200.345|C10.228.140.300.350.500|C10.900.250.300|C14.907.253.123.345|C14.907.253.535.500|C26.915.200.200	D020215|D020216
Cerebrovascular Trauma	D020214	C10.228.140.300.350|C10.900.250|C14.907.253.535|C26.915.200	D020212|D020206|D020217
Carotid Artery, Internal, Dissection	D020215	C10.228.140.300.200.345.300|C10.228.140.300.350.500.300|C10.900.250.300.300|C14.907.055.050.150|C14.907.253.123.345.300|C14.907.253.535.500.300|C26.915.200.200.500	
Carotid-Cavernous Sinus Fistula	D020216	C10.228.140.300.200.480|C10.228.140.300.350.500.350|C10.900.250.300.400|C14.240.850.750.147.500|C14.240.850.984.750.500|C14.907.150.125.500|C14.907.253.123.357|C14.907.253.535.500.350|C14.907.933.555.500|C16.131.240.850.750.125.500|C23.300.575.950.250.500|C26.915.200.200.550	
Vertebral Artery Dissection	D020217	C10.228.140.300.350.875|C10.900.250.650|C14.907.055.050.575|C14.907.253.535.800|C26.915.200.600	
Response Elements	D020218	G02.111.570.080.689.330.700|G02.111.570.080.689.675.700|G05.360.080.689.330.700|G05.360.080.689.675.700|G05.360.340.024.340.137.750.249.765|G05.360.340.024.340.137.750.680.765	D030181|D061745|D027602
Chondrogenesis	D020219	G07.345.500.325.377.625.180|G11.427.578.180	
Facial Nerve Injuries	D020220	C07.465.299.500|C10.292.262.500|C10.292.319.500|C10.900.300.218.300|C26.915.300.400.300	
Optic Nerve Injuries	D020221	C10.292.262.750|C10.292.700.475|C10.900.300.218.550|C11.640.530|C26.915.300.400.650	
Abducens Nerve Injury	D020222	C10.292.150.100|C10.292.262.200|C10.900.300.218.150|C26.915.300.400.100	
Chromosome Painting	D020223	E01.370.225.500.620.670.325.350.125|E01.370.225.750.600.670.325.350.125|E05.200.500.620.670.325.350.125|E05.200.750.600.670.325.350.125|E05.393.285.350.125|E05.393.661.475.350.125	D032681
Expressed Sequence Tags	D020224	G05.360.340.024.340.137.275	
Sagittal Sinus Thrombosis	D020225	C10.228.140.300.525.425.500.750|C14.907.253.566.350.500.750|C14.907.355.590.213.350.500.750	
Cavernous Sinus Thrombosis	D020226	C10.228.140.300.525.425.500.375|C14.907.253.566.350.500.375|C14.907.355.590.213.350.500.375	
Lateral Sinus Thrombosis	D020227	C10.228.140.300.525.425.500.562|C14.907.253.566.350.500.562|C14.907.355.590.213.350.500.562	
Pharmacologic Actions	D020228	D27.505	D045505|D045504|D045506|D065606|D064907
Serotonin Syndrome	D020230	C25.100.875	
Colletotrichum	D020231	B01.300.381.235	
Kluver-Bucy Syndrome	D020232	C10.228.140.380.326|F03.615.400.431	
Gait Disorders, Neurologic	D020233	C10.597.404|C23.888.592.413	D020234|D020235
Gait Ataxia	D020234	C10.597.350.090.750|C10.597.404.450|C23.888.592.350.090.600|C23.888.592.413.450	
Gait Apraxia	D020235	C10.597.404.400|C10.597.606.881.350.600|C23.888.592.413.400|C23.888.592.604.882.350.600|F01.700.875.350.600	
Amnesia, Transient Global	D020236	C10.228.140.060|C10.597.606.525.100.800|C23.888.592.604.529.100.800|F01.700.625.100.800|F03.615.200.800	
Alexia, Pure	D020237	C10.597.606.150.500.300.200.100|C23.888.592.604.150.500.300.200.100|F03.615.700.500	
Prosopagnosia	D020238	C10.597.606.762.100.650|C23.888.592.604.764.100.650|F01.700.750.100.650	
Receptor Cross-Talk	D020239	G04.794	
Apraxia, Ideomotor	D020240	C10.597.606.881.350.200|C23.888.592.604.882.350.200|F01.700.875.350.200	
Encephalomyelitis, Western Equine	D020241	C02.081.355.677|C02.182.525.450.300|C02.290.450.250|C02.782.930.100.370.662|C10.228.140.430.520.750.450.800|C10.228.228.245.340.450.800|C10.228.228.291.323.662|C10.228.228.399.750.450.800|C10.228.440.406.250	
Encephalomyelitis, Eastern Equine	D020242	C02.081.355.177|C02.290.450.200|C02.782.930.100.370.162|C10.228.140.430.520.750.450.200|C10.228.228.245.340.450.200|C10.228.228.291.323.162|C10.228.228.399.750.450.200|C10.228.440.406.200	
Infarction, Anterior Cerebral Artery	D020243	C10.228.140.300.150.477.200.400|C10.228.140.300.510.200.325|C10.228.140.300.775.200.200.400|C14.907.253.092.477.200.400|C14.907.253.560.200.325|C14.907.253.855.200.200.400	
Infarction, Middle Cerebral Artery	D020244	C10.228.140.300.150.477.200.450|C10.228.140.300.510.200.387|C10.228.140.300.775.200.200.450|C14.907.253.092.477.200.450|C14.907.253.560.200.387|C14.907.253.855.200.200.450	
p-Chloromercuribenzoic Acid	D020245	D02.241.223.100.200.311.275|D02.241.223.100.500.261.275|D02.455.426.559.389.127.250.311.275|D02.455.426.559.389.127.500.261.275|D02.691.750.740.644.261.275	
Venous Thrombosis	D020246	C14.907.355.830.925	D012170|D013924|D056824|D006502|D054070
Myofunctional Therapy	D020247	E02.760.169.063.500.727.442|E02.779.933|E02.831.535.933|E02.831.727.442|E06.603	
Hormone Replacement Therapy	D020249	E02.319.452	D015914
Postoperative Nausea and Vomiting	D020250	C23.550.767.859|C23.888.821.712.700|C23.888.821.937.059	
Gastric Antral Vascular Ectasia	D020252	C06.405.748.280|C14.907.075.280	
Tooth Ankylosis	D020254	C07.793.710	
Vitreous Detachment	D020255	C11.980	
Choroidal Neovascularization	D020256	C11.941.160.244|C23.550.589.500.145	
Ventricular Remodeling	D020257	C23.300.985|G09.330.955.975	
Neurotoxicity Syndromes	D020258	C10.720|C25.723.705	D020268|D009459|D020260|D020267|D017109|D004409|D001906
Heavy Metal Poisoning, Nervous System	D020260	C10.720.475	D020261|D020263|D020262|D020149
Arsenic Poisoning	D020261	C10.720.475.150|C25.723.097	
Mercury Poisoning, Nervous System	D020262	C10.720.475.600|C25.723.647.500	D000170
Lead Poisoning, Nervous System	D020263	C10.720.475.400|C25.723.589.500	D020265|D020264
Lead Poisoning, Nervous System, Childhood	D020264	C10.720.475.400.700|C25.723.589.500.700	
Lead Poisoning, Nervous System, Adult	D020265	C10.720.475.400.350|C25.723.589.500.400	
Radiotherapy, Conformal	D020266	E02.815.635.700|L01.313.500.750.100.710.600.550	D050397
MPTP Poisoning	D020267	C10.228.140.079.862.800.300|C10.228.662.600.700.250|C10.720.606|C25.723.705.400	
Alcohol-Induced Disorders, Nervous System	D020268	C10.720.112|C25.723.705.150|C25.775.100.087.193	D020269|D000425|D020270|D000430
Alcoholic Neuropathy	D020269	C10.668.829.800.050|C10.720.112.400|C25.723.705.150.400|C25.775.100.087.193.400	
Alcohol Withdrawal Seizures	D020270	C10.597.742.143|C10.720.112.300|C25.723.705.150.300|C25.775.100.087.193.300|C25.775.835.500	
Heredodegenerative Disorders, Nervous System	D020271	C10.574.500|C16.320.400	D020192|D015418|D017253|D020194|D015417|D055534|D006211|D009223|D009224|D017825|D013132|D003057|D004422|D014402|D016098|D038261|D009477|D005879|D014897|D009472|D006527|D020279|D006816|D038901|D028227|D054546
Orbital Implants	D020273	E07.695.540	
Autoimmune Diseases of the Nervous System	D020274	C10.114|C20.111.258	D060426|D011129|D009157|D016750|D020721|D020293|D015624|D020278|D014607
Guillain-Barre Syndrome	D020275	C10.114.750.100|C10.314.750.450|C10.668.829.350|C10.668.829.800.750.300|C20.111.258.750.400	D019846
HIV Long-Term Survivors	D020276	M01.860.400	
Polyradiculoneuropathy, Chronic Inflammatory Demyelinating	D020277	C10.114.750.175|C10.314.750.700|C10.668.829.800.750.600|C20.111.258.750.800	
Demyelinating Autoimmune Diseases, CNS	D020278	C10.114.375|C10.228.140.695.562|C10.314.350|C20.111.258.250	D009188|D004681|D004673|D009471|D002549|D009103|D004684
Hereditary Central Nervous System Demyelinating Diseases	D020279	C10.228.140.163.100.362|C10.228.140.695.625|C10.314.400|C10.574.500.494|C16.320.400.367|C16.320.565.189.362|C18.452.132.100.362|C18.452.648.189.362	D000326|D038261|D020371|D017825|D007965|D007966
Sertraline	D020280	D02.092.705.800|D02.455.426.559.847.638.845.800|D04.615.638.845.800	
Photoreceptors, Microbial	D020283	D12.776.752	D025604|D001429
Cryoelectron Microscopy	D020285	E01.370.350.515.402.150|E05.595.402.150	
Pericytes	D020286	A07.231.700.750|A10.272.491.677|A11.710|A16.504.660.600	
In Situ Nick-End Labeling	D020287	E05.393.475	
Papilloma, Choroid Plexus	D020288	C04.588.614.250.195.205.200.500|C10.228.140.211.280.300.500|C10.551.240.250.200.200.500	
Vasculitis, Central Nervous System	D020293	C10.114.875|C10.228.140.300.850|C14.907.253.946|C14.907.940.907|C20.111.258.962	D020945|D013700|D020943
Myasthenic Syndromes, Congenital	D020294	C10.668.758.800|C16.320.590	
Brain Stem Neoplasms	D020295	C04.588.614.250.195.411.100|C10.228.140.211.500.100|C10.551.240.250.400.200	
Animals, Congenic	D020296	B01.050.050.199.520.040	D020297
Mice, Congenic	D020297	B01.050.050.199.520.040.500|B01.050.150.900.649.865.635.505.500.150	
U937 Cells	D020298	A11.251.210.190.880|A11.251.860.180.880|A11.627.482.665.500|A11.627.624.249.500|A11.627.635.675.750.500	
Intracranial Hemorrhage, Hypertensive	D020299	C10.228.140.300.535.325|C14.907.253.573.350	
Intracranial Hemorrhages	D020300	C10.228.140.300.535|C14.907.253.573|C23.550.414.913	D006408|D020299|D006407|D020198|D013345|D010899|D002543
Vasospasm, Intracranial	D020301	C10.228.140.300.900|C14.907.253.951	
Weibel-Palade Bodies	D020302	A11.284.430.214.190.500.950|A11.284.430.214.190.875.190.190.950	
Rats, Inbred Dahl	D020303	B01.050.050.199.520.760.165|B01.050.150.900.649.865.635.505.700.400.165	
Raptors	D020304	B01.050.150.900.248.815	D046093|D020305
Strigiformes	D020305	B01.050.150.900.248.815.550	
Tuberculosis, Central Nervous System	D020306	C01.252.410.040.552.846.570|C10.228.228.180.850	D016862|D014390
Eagles	D020307	B01.050.150.900.248.815.350.200	
Songbirds	D020308	B01.050.150.900.248.620.750	D046368|D046369|D046370|D046388|D046749
Struthioniformes	D020310	B01.050.150.900.248.600.800	
Rheiformes	D020311	B01.050.150.900.248.600.750	
Dromaiidae	D020312	B01.050.150.900.248.600.200	
Specialty Uses of Chemicals	D020313	D27.720	D064449|D004396|D005503|D000067397|D004202|D000269|D016877|D013549|D054327|D003358|D058427|D013501|D005411|D012997|D055682|D002424|D007509|D019999|D012304|D019995|D011042|D010968|D010592|D007476|D003287|D001697|D055359|D053834|D016573|D005404|D005421|D020011
Central Nervous System Fungal Infections	D020314	C01.703.181|C10.228.228.198	D016921|D020953
Latex Hypersensitivity	D020315	C20.543.600	
Salmo salar	D020317	B01.050.150.900.493.817.750.705.790	
Rats, Long-Evans	D020318	B01.050.150.900.649.865.635.505.700.500	
